Ville,Titre,Lien,Description,Prix,Détails
rennes,Appartement - 2 pièce(s) - 49 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286853330A1KIVHAP000,"Iad france  - hélène boissel vous propose: appartement t2 situé dans le quartier du blosne, à rennes. idéal pour un investissement locatif ou une première acquisition, ce bien bénéficie d'un emplacement à proximité immédiate des commerces,...",139 000 €2 837 € / m2,"Exclusivité, 2 pièces, DPE :D221kWh/m².an18kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 53 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285884340A1KIVHAP000,"Iad france  - franck cabot vous propose: superbe t2 rénové de 52,58 m² -lumineux  - emplacement exceptionnel centre historique  situé en plein centre historique de rennes, à deux pas des stations de métro sainte-anne et république, cet appartement...",240 000 €4 528 € / m2,"Exclusivité, 2 pièces, 1
chambre, DPE :E328kWh/m².an10kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285858239A1KIVHAP000,"Iad france  - morgane tanguy vous propose: appartement t3  - charme de l'ancien  - centre de rennes situé au coeur de rennes, dans un immeuble chargé d'histoire datant du début du 18è siècle, cet appartement de 72m² au premier étage bénéficie d'un...",312 000 €4 274 € / m2,"Exclusivité, 3 pièces, 2
chambres, DPE :D186kWh/m².an5kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285120887A1KIVHAP000,"Iad france  - stevan brandily vous propose: visite virtuelle et video disponible  appartement 4 pièces entièrement rÉnovÉ de 80 m² à rennes  - 1er étage sud  - 2 chambres, 3 possible  - cave  - quartier anatole france   bienvenue dans ce...",334 000 €4 175 € / m2,"Exclusivité, 4 pièces, 2
chambres, Ascenseur, DPE :D156kWh/m².an30kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 11 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285478677A1KIVHAP000,"Au coeur du quartier bourg-l'evêque, découvrez ce studio de 11 m2, situé au 15ème et dernier étage avec ascenseur, offrant une vue imprenable et dégagée sur toute la ville de rennes.  vendu meublé ce logement combine confort, practicité.   les...",82 000 €7 455 € / m2,"Studio - 1 pièce, Ascenseur, Balcon, DPE :D353kWh/m².an11kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285594290A1KIVHAP000,"À vendre   bel appartement lumineux avec cave et balcon. découvrez ce charmant appartement aux beaux volumes, idéalement situé dans un environnement calme et proche de toutes les commodités. il se compose d'une entrée accueillante, d'un...",209 000 €2 986 € / m2,"3 pièces, 2
chambres, Garage, Balcon, DPE :D230kWh/m².an19kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 77 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285594289A1KIVHAP000,"*** appartement 4 piÈces À dÉcouvrir proche mÉtro triangle ***  idéal pour premier achat ou investisseur.   À visiter rapidement, cet appartement situé dans une résidence calme, sécurisée et arborée, proche des transports en commun tel que le...",149 000 €1 935 € / m2,"4 pièces, 3
chambres, Garage, Balcon, DPE :D241kWh/m².an21kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 54 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284735334A1KIVHAP000,"À vendre - magnifique t2 entièrement rénové - coup de cur assuré !  découvrez ce superbe appartement renove  entièrement niché dans une résidence calme et verdoyante, idéal pour une vie paisible et confortable. rénové avec goût, ce t2 lumineux et...",196 000 €3 630 € / m2,"Exclusivité, 2 pièces, 1
chambre, Balcon, DPE :D224kWh/m².an24kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285451984A1KIVHAP000,"A vendre : charmant t2 de 31 m2(loi carrez), situé au rez-de-chaussée surélevé d'une résidence de 1974, bien entretenue et sécurisée.  idéal investisseur : le logement est vendu libre d'occupation.  loyer actuel 525 euros/mois hors charges....",144 000 €4 645 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage, DPE :E315kWh/m².an10kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285274952A1KIVHAP000,À vendre   appartement familial lumineux à rennes villejean (77 m2) découvrez ce bel appartement de 77 m2 situé au 3  étage d'une résidence sécurisée et calme à rennes villejean.avec ses 4 pièces dont 2 grandes chambres (possibilité d'en créer une...,193 000 €2 474 € / m2,"4 pièces, 2
chambres, Balcon, DPE :D218kWh/m².an35kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 42 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286482998A1KIVHAP000,"En exclusivitÉ - 35200 rennes - belle luminositÉ pour cet appartement exposé plein sud  - balcon dégagé - proche mÉtro clemenceau et gare sud - le tout rÉnovÉ  efficity, l'agence qui estime votre bien en ligne, et alexandra dufourd vous propose...",175 000 €4 167 € / m2,"Exclusivité, 2 pièces, 1
chambre, Balcon, DPE :D237kWh/m².an33kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 26 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285699225A1KIVHAP000,"35000 - rennes - centre ville - rue de nemours - grand studio - 26.35 m² - lumineux - kitchenette sÉparÉe - À visiter sans tarder    efficity, l'agence qui estime votre bien en ligne et ludovic chatelais, vous propose cet appartement loue situé à...",142 000 €5 462 € / m2,"Exclusivité, 2 pièces, 1
chambre, DPE :G511kWh/m².an16kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285737132A1KIVHAP000,"Rennes 35000, investisseur,  bel appartement t2 à 5 minutes à pied de la gare de rennes, en rdc,                                            entrée avec placard desservant :   - 1 wc indépendant   - 1 salle de bain avec baignoire/douche et un...",180 370 €3 838 € / m2,"2 pièces, 1
chambre, Garage, Balcon, DPE :D195kWh/m².an6kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 84 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286919280A1KIVHAP000,"A vendre  appartement t4 de 84 m² salon, séjour, cuisine aménagée, equipée, 3 chambres en suites avec 3 salles d'eau , 2 balcons, 2 parkings  résidence récente sécurisée, avec services modernes recherchés par les actifs, étudiants et jeunes...",299 000 €3 560 € / m2,"4 pièces, 3
chambres, Garage, DPE :A64kWh/m².an1kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 60 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286655042A1KIVHAP000,"A vendre appartement de 60 m2 -type  3 ,  - résidence récente de 2020, dpe c,  quartier madeleine / rennes idéal premier achat, confort, luminosité et emplacement recherché à 10 minute à pieds de la gare, centre-ville, transports  et proche de...",261 000 €4 350 € / m2,"3 pièces, 2
chambres, Garage, Balcon, DPE :C63kWh/m².an11kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 32 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286918915A1KIVHAP000,"Dans une résidence récente et sécurisée, ce t1 de 32 m² offre confort moderne et localisation idéale. À deux pas du centre-ville, il permet un accès rapide au métro, bus et commerces. l'immeuble propose un espace commun polyvalent ainsi qu'une...",205 000 €6 406 € / m2,"Exclusivité, Studio - 1 pièce, 1
chambre, Ascenseur, DPE :C83kWh/m².an14kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 67 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286918934A1KIVHAP000,"Olivier rahm megagence vous propose en exclusivité cet appartement situé en plein cur de rennes (35000) dans le quartier de bourg l'évêque, bénéficie d'une localisation privilégiée proche de toutes commodités, écoles, collèges, lycées, campus,...",262 500 €3 918 € / m2,"Exclusivité, 5 pièces, 2
chambres, Garage, Balcon, DPE :D216kWh/m².an22kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285620172A1KIVHAP000,"35000 rennes  emplacement idÉal au cur du quartier jeanne d'arc  mÉtro joliot curie chateaubriand  efficity, l'agence qui estime votre bien en ligne, et alexandra dufourd vous proposent cet appartement de 110 m² situé au 3e étage avec...",385 000 €3 500 € / m2,"5 pièces, 4
chambres, Ascenseur, DPE :D157kWh/m².an30kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286913427A1KIVHAP000,"Appartement t3 64 m²  charme de l'ancien, poÊle À bois, 2 salles d'eau  volney / prairies saint-martin  je vous présente un appartement t3 de 64 m² au caractère exceptionnel, situé dans l'un des secteurs recherchés de rennes,  boulevard volney /...",297 825 €4 727 € / m2,"3 pièces, 2
chambres, DPE :D244kWh/m².an7kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 72 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286468536A1KIVHAP000,"ExclusivitÉ""  situé à rennes, à proximité immédiate des commodités, centre sportif, cabinet médical, établissements scolaires (collège et lycée) et arrêt de bus au pied de l'immeuble, cet appartement séduira par son confort et sa luminosité.  au...",275 600 €3 828 € / m2,"Exclusivité, 4 pièces, 2
chambres, Garage, DPE :C135kWh/m².an13kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 76 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286393453A1KIVHAP000,"Cogir immobilier vous propose en exclusivite : sacrés-coeurs - rue de nantes, dernier étage terrasse de t3 de 75 m², avec garage et ascenseur situé dans une résidence récente. appartement traversant se compose d'un grand séjour lumineux ouvert sur...",360 000 €4 737 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D218kWh/m².an7kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 18 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284358792A1KIVHAP000,"Iad france  - pierre-jean couvé vous propose: rennes centre  studio meublé vendu loué  À deux pas du boulevard de la liberté, en plein centre-ville de rennes, découvrez ce studio entièrement rénové en 2023.  idéalement situé, il permet un accès à...",148 000 €8 222 € / m2,"Studio - 1 pièce, 1
chambre, DPE :F479kWh/m².an15kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 89 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284359102A1KIVHAP000,"Iad france  - julien beloin vous propose: À vendre  appartement dernier étage avec terrasses et garage  quartier mabilais  - rennes centre-ville  situé dans l'un des quartiers les plus prisés de rennes, au coeur du secteur mabilais, découvrez ce...",424 500 €4 770 € / m2,"4 pièces, 3
chambres, Garage, Ascenseur, DPE :C152kWh/m².an29kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 87 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284550259A1KIVHAP000,"Iad france  - franck cabot vous propose: dans une résidence de standing du bas des lices,  découvrez un magnifique appartement t3/t4, entièrement rénové avec goût, de 87,17m2 situé au 3ème étage.   ce bien se compose d'une entrée avec grand...",399 900 €4 597 € / m2,"4 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D165kWh/m².an34kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285349739A1KIVHAP000,"Vous recherchez le calme et la verdure à proximité de la gare et du centre-ville ? visitez cet appartement de type 3 au pied du métro ""clémenceau"".  au sein d'un immeuble sécurisé, recherché et récemment ravalé, ce bien lumineux situé au 3ème...",264 000 €4 190 € / m2,"3 pièces, 2
chambres, Ascenseur, Balcon, DPE :D204kWh/m².an21kg CO2/m².an"
rennes,Maison - 6 pièce(s) - 197 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285588461A1KIVHMN000,"À l'ouest de rennes, dans un environnement naturel privilégié, proche des étangs d'apigné, laissez-vous séduire par cette maison bourgeoise du xixe siècle, empreinte de charme et d'authenticité. organisée sur 3 niveaux, elle s'articule autour d'un...",429 900 €2 182 € / m2,"Exclusivité, 6 pièces, 1
chambre, Terrain 645 m2, DPE :G525kWh/m².an15kg CO2/m².an"
rennes,Parking / Garage - 10 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1283068461A1KIVHPK000,"Nathalie fontaine presente en exclusivite :     ce parking couvert , sécurisé par un portail métallique .  il se situe 8 rue d'inkerman à rennes .  idéal pour y garer un deuxieme véhicule .  ce projet peut s'adresser à des investisseurs :...",21 000 €2 100 € / m2,Exclusivité
rennes,Maison - 4 pièce(s) - 128 m²,https://www.paruvendu.fr/immobilier/maison-neuve/1280717742A1KIVHMN000,"Iad france  - franck cabot () vous propose : une maison d'architecte de 2024 ( livraison début 2025 ) dans un quartier calme et recherché, à 15 mn à pied de la gare sncf et du centre ville. cette maison de 130 m² environ sur 3 niveaux, idéalement...",850 000 €6 641 € / m2,"4 pièces, 3
chambres, Terrain 237 m2"
rennes,Appartement - 2 pièce(s) - 45 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283059760A1KIVHAP000,"Iad france  - florian tribalet vous propose: ce magnifique appartement t2, situé en plein coeur du centre historique de rennes, offre un charme incontestable et une localisation idéale pour profiter pleinement de tout ce que la ville a à offrir....",226 000 €5 022 € / m2,"2 pièces, 1
chambre, DPE :D241kWh/m².an7kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 34 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286905535A1KIVHAP000,"Iad france  - julien beloin vous propose: À vendre  - rennes  centre-ville / avenue janvier  proximité gare et hypercentre appartement t1 bis de 34 m²  immeuble entièrement rénové  dpe c  À deux pas de la gare de rennes, de l'avenue janvier et...",189 500 €5 574 € / m2,"Exclusivité, 2 pièces, 1
chambre, DPE :C132kWh/m².an3kg CO2/m².an"
rennes,Maison - 8 pièce(s) - 260 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1283749233A1KIVHMN000,Iad france  - larissa le bail vous propose:  maison familiale - rennes centre  - 260 m2  - 8 piÈces - 6 chambres -  jardin arborÉ.  venez découvrir cette maison d'exception située en plein coeur de rennes  qui offre un agréable cadre de vie  pour...,890 000 €3 423 € / m2,"8 pièces, 6
chambres, Terrain 831 m2, DPE :F259kWh/m².an73kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285096887A1KIVHAP000,Croix saint-hélier - au calme - 15 mins à pieds de la gare de rennes     points forts :   dernier étage avec ascenseur  traversant et lumineux   belle entrée avec rangements intégrés   séjour double traversant n/s   cuisine aménagée et équipée...,199 900 €2 856 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, DPE :E303kWh/m².an66kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 75 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286175911A1KIVHAP000,"35000 rennes  quartier landry / st helier  appartement t3 de 75 m² dans residence avec balcon et place de parking.  efficity, l'agence immobilière qui estime votre bien en ligne, vous propose ce bel appartement récent de 74,33 m², situé au 1?...",229 800 €3 064 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Balcon, DPE :D183kWh/m².an39kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 118 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282804825A1KIVHAP000,"?? appartement 4 piÈces  - rennes bourg l'ÉvÊque    ? exclusivité  - emplacement privilégié rue de brest  situé au coeur du quartier prisé de bourg l'Évêque, à quelques pas du centre-ville de rennes, cet appartement spacieux et lumineux de 117,67...",337 675 €2 862 € / m2,"4 pièces, 3
chambres, Garage, Balcon, DPE :D205kWh/m².an41kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 113 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286282065A1KIVHAP000,Appartement neuf 5 pièces  113.36   m²  balcon 6.52 m²  2 parkings  rennes  livraison t1 2026 quartier recherché et bien desservi t5 lumineux avec balcon & terrasse  2 parkings en sous-sol situé au 5ème étage d'une résidence neuve à l'architecture...,699 900 €6 194 € / m2,"5 pièces, 4
chambres, Garage, Ascenseur, Balcon"
rennes,Maison - 7 pièce(s) - 170 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1286889676A1KIVHMN000,"Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 19565    située dans le quartier alphonse guérin qui est un sous-quartier de thabor-saint-hélier, c'est dans ce cadre...",720 000 €4 235 € / m2,"Exclusivité, 7 pièces, 5
chambres, Terrain 312 m2, DPE :D208kWh/m².an34kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285575047A1KIVHAP000,35700 rennes centre ville  appartement en rez de chaussÉe  4 chambres  110 m² habitables  garage  cave  visite immersive À distance.  efficity l'agence immobilière qui estime votre bien en ligne vous propose cet appartement libre...,399 900 €3 635 € / m2,"5 pièces, 4
chambres, Garage, DPE :E253kWh/m².an55kg CO2/m².an"
rennes,Terrain - 222 m²,https://www.paruvendu.fr/immobilier/vente/terrain-constructible/1285573101A1KIVHTE000,"*** terrain à bâtir sur rennes - secteur moulin du comte ***  À venir découvrir un terrain constructible d'environ 222 m2, situé dans le quartier résidentiel du moulin du comte.   idéalement placé, à seulement 5 minutes à vélo de mail françois...",243 000 €1 095 € / m2,
rennes,Terrain - 222 m²,https://www.paruvendu.fr/immobilier/vente/terrain-constructible/1285573099A1KIVHTE000,"*** terrain à bâtir sur rennes - secteur moulin du comte ***  À venir découvrir un terrain constructible d'environ 222 m2, situé dans le quartier résidentiel du moulin du comte.    idéalement placé, à seulement 5 minutes à vélo de mail françois...",243 000 €1 095 € / m2,
rennes,Maison - 4 pièce(s) - 129 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285573094A1KIVHMN000,"*** maison de ville secteur moulin du comte ***   belle opportunité à saisir !   découvrez cette charmante maison à remettre au goût du jour, située dans le secteur calme du moulin du comte, à seulement 5 minutes à vélo de mail françois...",435 000 €3 372 € / m2,"4 pièces, 2
chambres, Terrain 444 m2, DPE :D190kWh/m².an41kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286716216A1KIVHAP000,"Iad france  - marine serrand vous propose: À découvrir en exclusivité : superbe t3 lumineux avec terrasse et double parking  rennes proche centre-ville  situé à deux pas du centre-ville, dans le quartier de la madeleine/sud-gare, niché dans une...",295 000 €4 609 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :C73kWh/m².an13kg CO2/m².an"
rennes,Maison - 6 pièce(s) - 105 m²,https://www.paruvendu.fr/immobilier/vente/maison/1284994434A1KIVHMN000,"Quartier longchamps, charmante maison en bon état de type 6 de 1987 comprenant salon/séjour aspecté ouest sans vis à vis sur espaces verts, 4 chambres, ruelle au calme,  proche arrêt de bus et commerces proximité, garage, terrain devant et...",384 500 €3 662 € / m2,"Exclusivité, 6 pièces, 4
chambres, Terrain 180 m2, DPE :D214kWh/m².an44kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 29 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285555714A1KIVHAP000,Cogir  immobilier- exclusivité - centre historique  dans rue calme - appt de charme de 44 m² au sol et près de 30 m² loi carrez dans immeuble ancien de très bonne tenue situé au 3ème et dernier étage en duplex - poutres apparentes - parfaitement...,159 300 €5 493 € / m2,"Exclusivité, Studio - 1 pièce, 1
chambre, DPE :D256kWh/m².an8kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286157738A1KIVHAP000,"35000 - rennes - rue de nantes - 3 piÈces - 2 chambres - 59.5 m² - appartement avec rez de jardin - À saisir sans plus attendre    efficity, l'agence qui estime votre bien en ligne, vous propose cet appartement situé en plein cur de rennes, à...",261 250 €4 428 € / m2,"3 pièces, 2
chambres, Ascenseur, Balcon, DPE :C63kWh/m².an11kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 53 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286889911A1KIVHAP000,"Iad france  - lionel denis vous propose: rare  - t3 rÉnovÉ au dernier Étage  - mÉtro joliot curie  idéalement situé dans le quartier jeanne d'arc, au pied du métro, découvrez ce superbe appartement 3 pièces, lumineux et entièrement rénové avec...",209 000 €3 943 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, DPE :D227kWh/m².an49kg CO2/m².an"
rennes,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284778308A1KIVHAP000,"Iad france  - alan buchy vous propose: rennes  - Église saint-hÉlier  - appartement de type 2 avec terrasse et parking en sous-sol iad france  - alan buchy vous propose en exclusivité :  a proximité de toutes les commodités et de la gare, un...",229 900 €4 891 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage, Ascenseur, Balcon, DPE :C94kWh/m².an17kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 24 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285834730A1KIVHAP000,"Iad france  - nicolas schleich vous propose: venez découvrir ce superbe appartement de 24 m2 composé une entrée desservant un séjour avec cuisine ouverte sur ce dernier puis une chambre, une salle de bain et toilette.  le bien est situé au 2ème...",70 000 €2 917 € / m2,"Studio - 1 pièce, 1
chambre, Terrain 1 m2, Garage, Ascenseur, DPE :C178kWh/m².an5kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 113 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1284617592A1KIVHAP000,Vvikrs 5 pieces rennes (35000) 2  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est...,699 900 €6 194 € / m2,"5 pièces, 4
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 133 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284617591A1KIVHAP000,Vvikrs 5 pieces rennes (35000) 1  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est...,589 900 €4 435 € / m2,"5 pièces, 4
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 3 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284617588A1KIVHAP000,Vvikrs 3 pieces rennes (35000) 1  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est...,369 900 €4 742 € / m2,"3 pièces, 2
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284617594A1KIVHAP000,Vvikrs studio rennes (35000)  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,189 000 €6 097 € / m2,"Studio - 1 pièce, 4
chambres, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284617593A1KIVHAP000,Vvikrs studio rennes (35000) prix investisseur  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de...,173 250 €5 589 € / m2,"Studio - 1 pièce, 4
chambres, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 4 pièce(s) - 101 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1284617590A1KIVHAP000,Vvikrs 4 pieces rennes (35000)  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est...,649 900 €6 435 € / m2,"4 pièces, 3
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 133 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284631407A1KIVHAP000,Vvikrs 5 pieces rennes (35000) 1 prix investisseur  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de...,540 742 €4 066 € / m2,"5 pièces, 4
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 5 pièce(s) - 102 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1284631408A1KIVHAP000,Vvikrs 5 pieces rennes (35000) 2 prix investisseur  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de...,641 575 €6 290 € / m2,"5 pièces, 4
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
rennes,Appartement - 1 pièce(s) - 30 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311425A1KIVHAP000,W99y studio rennes (35700) 6  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a302  30.13 m2  Étage 3  orienté nord  tva nominale 181 000    détails :...,181 000 €6 033 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311420A1KIVHAP000,W99y studio rennes (35700) 12  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot b406  31.33 m2  Étage 4  orienté sud-est  tva nominale 203 500    détails...,203 500 €6 565 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 26 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311426A1KIVHAP000,W99y studio rennes (35700) 7  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a605  26.45 m2  Étage 6  orienté ouest  tva nominale 183 000    détails :...,183 000 €7 038 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 26 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311422A1KIVHAP000,W99y studio rennes (35700) 3  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a405  26.45 m2  Étage 4  orienté ouest  tva nominale 173 000    détails :...,173 000 €6 654 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 30 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311428A1KIVHAP000,W99y studio rennes (35700) 9  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a502  30.13 m2  Étage 5  orienté nord  tva nominale 185 000    détails :...,185 000 €6 167 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 27 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311418A1KIVHAP000,W99y studio rennes (35700) 1  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a204  27.44 m2  Étage 2  orienté ouest  tva nominale 172 500    détails :...,172 500 €6 389 € / m2,Studio - 1 pièce
rennes,Appartement - 1 pièce(s) - 30 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282311424A1KIVHAP000,W99y studio rennes (35700) 5  livraison janvier 2026  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  cpi9200226     t1  lot a402  30.13 m2  Étage 4  orienté nord  tva nominale  181 000    détails :...,181 000 €6 033 € / m2,Studio - 1 pièce
