Ville,Titre,Lien,Description,Prix,Détails
nantes,Appartement - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288110A1KIVHAP000,"Idéalement situé dans le quartier résidentiel prisé du parc de procé, cet appartement traversant de 80 m² se trouve au 2ème étage d'une petite copropriété bien entretenue.  en bon état général, il se compose d'une entrée accueillante, d'une...",336 000 €4 200 € / m2,"4 pièces, 3
chambres, Balcon, DPE :D228kWh/m².an49kg CO2/m².an"
nantes,Appartement - 1 pièce(s) - 36 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286660625A1KIVHAP000,"Idéalement situé entre le secteur prisé de saint donatien et le pont de la tortière, au calme d'une rue agréable, venez découvrir ce charmant appartement coup de coeur d'environ 28 m² carrez et 36 m² au sol en parfait état, niché au 3ème et...",129 600 €3 600 € / m2,"Studio - 1 pièce, 1
chambre, Ascenseur, DPE :C199kWh/m².an6kg CO2/m².an"
nantes,Appartement - 2 pièce(s) - 51 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286925170A1KIVHAP000,"Idéalement situé à proximité immédiate de toutes les commodités, ce charmant appartement de 3 pièces, lumineux et traversant, se trouve au 2ème étage d'une petite copropriété parfaitement entretenue.  il se compose d'une entrée avec placard, d'un...",162 000 €3 176 € / m2,"2 pièces, 1
chambre, DPE :E290kWh/m².an9kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286948930A1KIVHAP000,"A proximité des commerces, des transports et des écoles, venez découvrir cet appartement de 3 pièces d'environ  60 m² situé au rez de chaussée surélevé  au sein d'une copropriété ravalée bbc.  il se compose d'une entrée, d'une  double pièce de vie...",160 500 €2 720 € / m2,"3 pièces, 1
chambre, DPE :D229kWh/m².an10kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285722618A1KIVHAP000,"Quartier emblématique de nantes, rue saint leonard !   découvrez cet appartement de type 3 de 70m², situé au 3ème étage d'un immeuble ancien, offrant un beau potentiel de rénovation. entièrement tourné vers la cour intérieure, il vous garantit un...",222 600 €3 180 € / m2,"4 pièces, 2
chambres, DPE :E316kWh/m².an10kg CO2/m².an"
nantes,Immeuble - 236 m²,https://www.paruvendu.fr/immobilier/prestige/immeuble/1286948929A1KIVHIM000,"Immeuble à vendre, quartier toutes aides.  situé dans une rue calme et recherchée du quartier toutes aides, cet immeuble construit en 1998 offre un cadre de vie agréable et paisible à proximité immédiate des commerces, des transports et des...",1 029 600 €4 363 € / m2,"Terrain 296 m2, DPE :D216kWh/m².an7kg CO2/m².an"
nantes,Maison - 5 pièce(s) - 111 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286642350A1KIVHMN000,"Située dans un environnement calme, tout en étant à proximité immédiate des commodités (transports, écoles, commerces) et avec un accès rapide aux axes périphériques, cette charmante maison offre une qualité de vie idéale pour une famille.  d'une...",399 000 €3 595 € / m2,"5 pièces, 4
chambres, Terrain 486 m2, DPE :C146kWh/m².an29kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 75 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286267345A1KIVHAP000,"A proximite immediate de nantes sud, sur la commune de saint sebastien sur loire - venez découvrir ce très bel appartement lumineux de 74 m² rénové avec goût, idéalement situé dans le quartier du douet, à proximité des commerces et des transports....",232 800 €3 104 € / m2,"4 pièces, 3
chambres, Garage, Balcon, DPE :E306kWh/m².an53kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 75 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286267345A1KIVHAP000,"A proximite immediate de nantes sud, sur la commune de saint sebastien sur loire - venez découvrir ce très bel appartement lumineux de 74 m² rénové avec goût, idéalement situé dans le quartier du douet, à proximité des commerces et des transports....",232 800 €3 104 € / m2,"4 pièces, 3
chambres, Garage, Balcon, DPE :E306kWh/m².an53kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286267346A1KIVHAP000,"A promixite immediate de nantes sud greneraie, sur la commune de saint sebastien sur loire. votre agence l'adresse martellière vous propose en exclusivité un appartement de type 4 à proximité immédiate du busway.  venez découvrir cet appartement...",209 920 €2 999 € / m2,"4 pièces, 2
chambres, Balcon, DPE :D194kWh/m².an14kg CO2/m².an"
nantes,Appartement - 2 pièce(s) - 45 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286510119A1KIVHAP000,"Nous vous proposons cet appartement de type 2 entièrement meublé et rénové.  situé au 2ème étage d'une petite copropriété,  il se compose d'une entrée donnant sur une pièce de vie très lumineuse avec coin cuisine aménagée/équipée, une chambre coté...",180 800 €4 018 € / m2,"2 pièces, 1
chambre"
nantes,Maison - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286881795A1KIVHMN000,"Au calme d'une impasse privée, à proximité des commerces, écoles et transports (busway et accès rapide à pirmil), cette charmante maison des années 50, surnommée ?les chrysanthèmes', vous séduira par son charme intemporel et sa belle hauteur sous...",326 400 €4 080 € / m2,"4 pièces, 3
chambres, Terrain 226 m2, DPE :D216kWh/m².an46kg CO2/m².an"
nantes,Appartement - 1 pièce(s) - 18 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285994589A1KIVHAP000,"Situé au 3ème et dernier étage d'une petite résidence calme et bien entretenue, ce charmant studio offre un cadre de vie agréable et fonctionnel.  il se compose d'une pièce de vie lumineuse donnant sur un balcon, d'une kitchenette équipée, et...",108 000 €6 000 € / m2,"Studio - 1 pièce, Ascenseur, Balcon, DPE :C232kWh/m².an7kg CO2/m².an"
nantes,Appartement - 6 pièce(s) - 140 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285864842A1KIVHAP000,"A proximité immédiate de l'ile de nantes, sur la commune de saint-sébastien-sur-loire - votre agence l'adresse vous propose cet exceptionnel appartement de 140 m², situé sur les bords de loire, offrant une vue dégagée imprenable !  ce bien, situé...",447 200 €3 194 € / m2,"6 pièces, 4
chambres, Ascenseur, Balcon, DPE :C164kWh/m².an24kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284911906A1KIVHAP000,"A proximité immédiate de nantes sud, sur la commune de saint sebastien sur loire - votre agence l'adresse vous propose en exclusivité cet agréable appartement de type 3, situé dans une petite résidence sécurisée des années 1980, avec espaces...",222 400 €3 177 € / m2,"3 pièces, 2
chambres, Balcon, DPE :C133kWh/m².an25kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 62 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284445482A1KIVHAP000,"Nantes-chantenay à proximité des transports et des commerces.  venez découvrir ce bel appartement traversant de 62m², situé en rez-de-chaussée haut, d'une résidence bien entretenue. cet appartement de type 4 rénové avec goût vous propose une...",165 200 €2 665 € / m2,"4 pièces, 2
chambres, DPE :F356kWh/m².an45kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282571336A1KIVHAP000,"Perché au 13? étage d'une copropriété récente de standing, cet appartement baigné de lumière offre une vue exceptionnelle sur toute la ville de nantes. sa grande pièce de vie ouverte sur un balcon filant et son emplacement stratégique en font un...",284 800 €4 450 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :B85kWh/m².an4kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284609569A1KIVHAP000,"Situé entre vincent gâche et beaulieu, venez découvrir cet appartement spacieux et lumineux de 78m² qui offre un cadre de vie agréable, proche des commerces, transports (busway 4 et 5, tram 2 et 3) et écoles. il se compose d'un salon-séjour baigné...",222 400 €2 851 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, DPE :E297kWh/m².an10kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284507755A1KIVHAP000,"Entre vincent gâche et beaulieu, à quelques pas du busway, cet appartement moderne situé au 7ème et dernier étage vous charmera par son emplacement privilégié au sein d'une copropriété très bien entretenue construite en 2018.  laissez-vous séduire...",278 976 €4 227 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :B104kWh/m².an3kg CO2/m².an"
nantes,Immeuble - 10 pièce(s) - 290 m²,https://www.paruvendu.fr/immobilier/prestige/immeuble/1286136724A1KIVHIM000,"Investissement locatif  il s'agit d'un immeuble en monopropriété faisant 290.36m² comprenant 10 appartements générant un total de 5590 euros mensuel + 400 euros de charges,  tous les lots sont meublés et seront vendus loués meublés sous régime loi...",1 060 800 €3 658 € / m2,"10 pièces, Terrain 535 m2, DPE :D249kWh/m².an7kg CO2/m².an"
nantes,Appartement - 1 pièce(s) - 25 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285821653A1KIVHAP000,"Venez découvrir cet appartement t1 de 25.20m²  situé rue tour d'auvergne sur l'ile de nantes, il se compose d'une kitchenette avec plaques de cuisson ainsi qu'un réfrigérateur.  on y trouve également une salle d'eau avec une cabine de douche,...",102 800 €4 112 € / m2,"Studio - 1 pièce, 1
chambre, DPE :G569kWh/m².an18kg CO2/m².an"
nantes,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286419907A1KIVHAP000,"Nantes erdre - saint-joseph de porterie  au coeur du quartier, profitez d'un cadre de vie idéal, à proximité immédiate des commerces, des transports (c6 / 75), du site universitaire de la chantrerie (oniris, esb, imt, etc.) et des agréables...",165 000 €4 024 € / m2,"2 pièces, 1
chambre, Ascenseur, Balcon, DPE :C159kWh/m².an24kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286509075A1KIVHAP000,"Nantes erdre st joseph de porterie  une exclusivité et nouveauté l' adresse  au 3eme et dernier étage d'une copropriété saine, bien entretenue et calme, découvrez ce charmant duplex à la fois lumineux et fonctionnel, offrant un cadre de vie idéal...",199 900 €3 123 € / m2,"3 pièces, 2
chambres, DPE :C105kWh/m².an18kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286622786A1KIVHAP000,"Nantes erdre st joseph de porterie  confort et prestations de qualité pour cet élégant t3  idéalement situé au pied des commerces, écoles et transports, ce superbe appartement se trouve à proximité immédiate du pôle universitaire de la chantrerie...",224 000 €3 500 € / m2,"3 pièces, 2
chambres, Ascenseur, Balcon, DPE :C79kWh/m².an14kg CO2/m².an"
nantes,Maison - 4 pièce(s) - 97 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286779456A1KIVHMN000,"Nantes erdre saint joseph de porterie  une exclusivité l'adresse  dans un secteur très recherché  découvrez cette charmante maison familiale de 97 m² au sol, construite en 2003, et idéalement située dans un quartier calme et prisé, à deux pas de...",339 900 €3 504 € / m2,"4 pièces, 3
chambres, Terrain 210 m2, DPE :D230kWh/m².an7kg CO2/m².an"
nantes,Appartement - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285703007A1KIVHAP000,"Nantes erdre la beaujoire  dans une résidence récente (2022) avec ascenseur, au 5 -ème et dernier étage. idéalement située à deux pas du tram et des commerces, venez découvrir ce superbe appartement t4 de plus de près de 85 m².  son vaste espace...",328 800 €3 961 € / m2,"4 pièces, 2
chambres, Ascenseur, DPE :C55kWh/m².an11kg CO2/m².an"
nantes,Appartement - 2 pièce(s) - 48 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288305A1KIVHAP000,"Nantes nord route de la chapelle sur erdre  proximité immediate transports (tram 2 , c2), commerces.  parfait pour un 1er achat ou investissement locatif, venez découvrir ce généreux t2 au rez de chaussée comprenant une entrée avec placard qui...",169 500 €3 531 € / m2,"2 pièces, 1
chambre, Garage, Balcon, DPE :C150kWh/m².an5kg CO2/m².an"
nantes,Maison - 5 pièce(s) - 140 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285278244A1KIVHMN000,"Nantes erdre - saint joseph de porterie.   venez découvrir cette charmante maison de 140 m² au sol (110 m² habitable) située dans un environnement calme. elle offre un vaste espace de vie de plus de 60 m², comprenant une belle cuisine aménagée et...",428 000 €3 057 € / m2,"5 pièces, 4
chambres, Terrain 358 m2, DPE :C110kWh/m².an21kg CO2/m².an"
nantes,Appartement - 3 pièce(s) - 67 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288306A1KIVHAP000,"Nantes erdre  saint joseph de porterie  une exclusivité l'adresse  idéalement situé au coeur du quartier, à proximité immédiate des écoles, commerces et des bus c6 et 75, cet appartement t3 de plus de 67 m² vous séduira par son confort et sa...",236 450 €3 529 € / m2,"3 pièces, 2
chambres, Ascenseur, Balcon, DPE :C174kWh/m².an5kg CO2/m².an"
nantes,Maison - 7 pièce(s) - 190 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1283859810A1KIVHMN000,"Nantes erdre la beaujoire  sur terrain de plus de 1700 m², grande maison de plus de 190 m² comprenant un vaste espace de vie de près de 45 m², une grande cuisine avec accès direct sur la jardin, une chambre, ainsi qu'une salle d'eau en rez de...",778 500 €4 097 € / m2,"7 pièces, 5
chambres, Terrain 1 730 m2, DPE :E279kWh/m².an61kg CO2/m².an"
